sequence,send_time
1498,1716470477.921
1499,1716470478.923
1500,1716470479.924
1501,1716470480.925
1502,1716470481.926
1503,1716470482.928
1504,1716470483.929
1505,1716470484.930
1506,1716470485.932
1507,1716470486.933
1508,1716470487.934
1509,1716470488.942
1510,1716470489.943
1511,1716470490.944
1512,1716470491.945
1513,1716470492.947
1514,1716470493.953
1515,1716470494.954
1516,1716470495.955
1517,1716470496.957
1518,1716470497.958
1519,1716470498.967
1520,1716470499.968
1521,1716470500.970
1522,1716470501.971
1523,1716470502.972
1524,1716470503.979
1525,1716470504.981
1526,1716470505.982
1527,1716470506.983
1528,1716470507.985
1529,1716470508.986
1530,1716470509.987
1531,1716470510.988
1532,1716470511.989
1533,1716470512.991
1534,1716470513.992
1535,1716470514.993
1536,1716470515.994
1537,1716470516.996
1538,1716470517.997
1539,1716470518.998
1540,1716470519.999
1541,1716470521.000
1542,1716470522.002
1543,1716470523.003
1544,1716470524.009
1545,1716470525.011
1546,1716470526.012
1547,1716470527.013
1548,1716470528.014
1549,1716470529.020
1550,1716470530.022
1551,1716470531.023
1552,1716470532.024
1553,1716470533.025
1554,1716470534.027
1555,1716470535.028
1556,1716470536.029
1557,1716470537.030
1558,1716470538.032
1559,1716470539.033
1560,1716470540.034
1561,1716470541.036
1562,1716470542.037
1563,1716470543.038
1564,1716470544.039
1565,1716470545.041
1566,1716470546.042
1567,1716470547.043
1568,1716470548.044
1569,1716470549.046
1570,1716470550.047
1571,1716470551.048
1572,1716470552.050
1573,1716470553.051
1574,1716470554.052
1575,1716470555.054
1576,1716470556.055
1577,1716470557.056
1578,1716470558.057
1579,1716470559.058
1580,1716470560.060
1581,1716470561.061
1582,1716470562.062
1583,1716470563.063
1584,1716470564.065
1585,1716470565.066
1586,1716470566.067
1587,1716470567.068
1588,1716470568.069
1589,1716470569.071
1590,1716470570.072
1591,1716470571.073
1592,1716470572.074
1593,1716470573.076
1594,1716470574.082
1595,1716470575.083
1596,1716470576.085
1597,1716470577.086
1598,1716470578.087
1599,1716470579.089
1600,1716470580.090
1601,1716470581.091
1602,1716470582.093
1603,1716470583.094
1604,1716470584.096
1605,1716470585.097
1606,1716470586.099
1607,1716470587.100
1608,1716470588.101
1609,1716470589.102
1610,1716470590.104
1611,1716470591.105
1612,1716470592.106
1613,1716470593.107
1614,1716470594.109
1615,1716470595.110
1616,1716470596.111
1617,1716470597.113
1618,1716470598.114
1619,1716470599.115
1620,1716470600.116
1621,1716470601.118
